Date,latent_factor_monthly_mean,latent_factor_monthly_last,inflation_rate_pct,price_index_full,price_index_rebased
2021-08-31,4.989014695781997,3.859358068717844,0.2,2751.8117132966822,142.63388389344456
2021-09-30,5.337010862412909,7.80279132554351,0.3,2760.067148436572,143.0617855451249
2021-10-31,5.030506616777124,4.190400249497884,0.8,2782.1476856240647,144.20627982948588
2021-11-30,5.880608890456752,10.666218303559027,0.5,2796.058424052185,144.9273112286333
2021-12-31,8.73084048439271,6.160983705968829,0.3,2804.446599324341,145.36209316231918
2022-01-31,7.405532684349721,8.716998534424777,0.8,2826.8821721189356,146.52498990761774
2022-02-28,7.3488561098666,8.316760651852169,0.9,2852.324111668006,147.8437148167863
2022-03-31,8.544931471807285,7.829990483183498,1.3,2889.4043251196895,149.76568310940448
2022-04-30,11.08223143482209,15.842151149595525,0.6,2906.7407510704074,150.66427720806092
2022-05-31,15.934474501232252,14.023340767167054,1.1,2938.714899332182,152.3215842573496
2022-06-30,16.788967186792508,18.910861700124244,1.4,2979.8569079228328,154.45408643695248
2022-07-31,21.890738402800235,19.62068132468101,0.0,2979.8569079228328,154.45408643695248
2022-08-31,21.317156001343697,24.538163698834627,0.0,2979.8569079228328,154.45408643695248
2022-09-30,27.65855460553776,30.67542683788933,0.2,2985.816621738678,154.76299460982636
2022-10-31,29.67424254659976,29.17578354030645,0.4,2997.7598882256325,155.38204658826567
2022-11-30,23.78061650291976,20.58243681310564,-0.1,2994.7621283374074,155.22666454167742
2022-12-31,19.23487763728878,17.43169301833167,-0.3,2985.7778419523947,154.76098454805236
2023-01-31,15.168703253519634,13.686965246045023,0.8,3009.664064688014,155.9990724244368
2023-02-28,16.541235060746313,18.21935155449133,0.6,3027.7220490761424,156.93506685898342
2023-03-31,16.34232434085914,13.253644535031317,0.3,3036.8052152233704,157.40587205956035
2023-04-30,11.249854990507876,10.658387716779782,0.5,3051.989241299487,158.19290141985812
2023-05-31,12.593564440408477,14.78465411948922,0.3,3061.1452090233847,158.6674801241177
2023-06-30,11.62662911123849,11.022160073241263,0.3,3070.3286446504544,159.14348256449003
2023-07-31,8.153941244738158,7.260314862141814,0.2,3076.4693019397555,159.461769529619
2023-08-31,9.62474128075449,8.42244560883045,0.4,3088.775179147515,160.0996166077375
2023-09-30,10.011642886888458,12.174879427300509,0.2,3094.9527295058097,160.41981584095296
2023-10-31,12.004146376793091,11.40748784673472,0.0,3094.9527295058097,160.41981584095296
2023-11-30,7.66507700960656,5.136528898578479,-0.2,3088.762824046798,160.09897620927106
2023-12-31,3.99779960243272,1.7294531999312082,-0.1,3085.6740612227513,159.9388772330618
2024-01-31,3.4133577327391977,3.544072921803977,0.5,3101.1024315288646,160.73857161922706
2024-02-29,3.8800325833289935,2.9659807283763544,0.6,3119.709046118038,161.70300304894243
2024-03-31,0.5073987375137378,-0.165579985079282,0.6,3138.4273003947465,162.6732210672361
2024-04-30,0.2893332636911788,1.5681380079876297,0.4,3150.9810095963253,163.32391395150506
2024-05-31,-1.4996247636837134,-1.8266139192416373,0.2,3157.282971615518,163.65056177940804
2024-06-30,-1.9704949418901645,-1.943858333310879,0.0,3157.282971615518,163.65056177940804
2024-07-31,-3.5086495823651562,-3.747208554558017,0.1,3160.440254587133,163.81421234118744
2024-08-31,-4.58851533702914,-6.385936238888557,0.1,3163.60069484172,163.97802655352862
2024-09-30,-6.2636090523671255,-7.143186979385411,0.2,3169.9278962314033,164.3059826066357
2024-10-31,-4.08216148396168,-2.515698363885297,0.1,3173.0978241276343,164.4702885892423
2024-11-30,-1.6863850297545437,-2.704066967365068,-0.1,3169.9247263035068,164.30581830065304
2024-12-31,-0.5472617841409415,1.249524797650361,0.0,3169.9247263035068,164.30581830065304
2025-01-31,0.07773151135630903,-0.9803373802263609,0.7,3192.114199387631,165.4559590287576
2025-02-28,-2.5714974683899197,-0.7877410714693618,0.4,3204.882656185181,166.11778286487262
2025-03-31,-4.110042217424886,-5.097102453564479,0.2,3211.2924214975515,166.45001843060234
2025-04-30,-5.723852782341511,-7.240616445209684,0.3,3220.926298762043,166.9493684858941
2025-05-31,-7.305911904797669,-8.21627792248231,0.2,3227.3681513595675,167.2832672228659
2025-06-30,-10.192011962053092,-11.37103600421766,0.3,3237.050255813646,167.7851170245345
2025-07-31,-10.59195324017989,-7.887244120308754,0.2,3243.5243563252734,168.1206872585836
2025-08-31,-10.06509496969714,-11.29106797665608,0.3,3253.254929394249,168.6250493203593
2025-09-30,-12.611588778078685,-13.396060196324278,0.3,3263.0146941824314,169.1309244683204
2025-12-31,-13.267151048347108,-13.42442927708082,0.0,3263.0146941824314,169.1309244683204
2026-01-31,-15.546793614461865,-17.456116561444485,0.4,3276.0667529591615,169.80744816619367
2026-02-28,-16.730909854577625,-17.388575879742703,0.5,3292.447086723957,170.6564854070246
